year,month,PM2.5_mean,PM10_mean,SO2_mean,NO2_mean,CO_mean,O3_mean,TEMP_mean,PRES_mean,RAIN_sum
2013,3,110.09274193548387,144.0,45.064803265306125,74.77985458221025,1493.2018072289156,47.48929043715847,6.053629032258064,1012.5474462365592,19.5
2013,4,62.75138888888889,108.20416666666667,24.72574484679666,53.269269284712486,915.4269175108539,50.12397563150074,12.260694444444445,1008.2969444444445,10.9
2013,5,84.9878706199461,140.77822580645162,30.442204301075268,61.016129032258064,932.773556231003,75.4133863372093,21.374193548387098,1003.1622311827956,5.8
2013,6,106.22594142259415,128.71666666666667,14.637068175388967,72.88839901685392,1345.8873517786562,71.12587566765579,23.386111111111113,1000.1655555555554,94.1
2013,7,68.91129032258064,85.37061994609165,9.292739622641509,55.13127223719677,815.4715909090909,72.47118675862069,26.877419354838707,996.033064516129,218.6
2013,8,62.23822341857335,84.45564516129032,6.943675675675675,56.79387745504841,812.9692832764505,71.56737044198896,26.744354838709675,999.3168010752687,117.6
2013,9,79.1682892906815,105.04596100278552,13.816618888888888,64.19892254901961,1058.3042253521128,37.33934560669456,20.07777777777778,1009.3551388888889,56.4
2013,10,95.24091520861373,120.08602150537635,22.42548172043011,73.62420417227456,1122.093023255814,20.983413920454545,12.80981182795699,1016.2689516129032,2.8000000000000003
2013,11,77.45682451253482,105.63333333333334,25.961111111111112,59.951388888888886,1460.9859154929577,26.12925783664459,5.530972222222222,1016.9720833333333,0.0
2013,12,76.79138627187079,106.6760752688172,43.902912332838035,62.25942654986523,1953.8188277087033,15.86359274310595,-0.16129032258064516,1019.95,0.0
2014,1,95.71680216802169,125.67073170731707,58.49186991869919,67.2706043956044,1903.75,15.694938440492477,-0.13830645161290323,1020.0513440860215,0.0
2014,2,144.3957055214724,150.73506891271057,56.37597503900156,65.56446540880503,2052.9595015576324,20.529968454258675,-0.09732142857142859,1022.3886904761904,5.7
2014,3,98.93817204301075,146.84005376344086,36.60699865410498,68.69220430107526,1386.4247311827958,37.356948228882835,9.920430107526881,1013.7275537634409,0.9
2014,4,100.80245022970904,170.0824427480916,20.027439024390244,69.1676923076923,906.7073170731708,57.1890243902439,16.891527777777778,1010.4594444444446,12.0
2014,5,71.61389645776566,134.9498641304348,15.530122116689283,56.02784636488341,801.6238159675237,79.5871447902571,21.176075268817204,1001.558064516129,63.9
2014,6,59.69874476987448,61.02231520223152,6.292072322670376,51.24441340782123,696.8011126564674,88.74651810584959,24.585972222222225,999.991388888889,189.5
2014,7,93.44776119402985,93.44776119402985,4.491913746630728,48.69864864864865,801.4824797843665,89.75471698113208,27.806317204301077,998.3681451612904,60.7
2014,8,68.06064690026955,83.47318059299191,4.013061224489796,55.13120759837177,721.195652173913,82.66380952380952,25.81706989247312,1002.4772849462365,81.7
2014,9,70.0408077994429,102.71430555555555,5.548295454545454,64.46889204545454,914.9147727272727,42.68208516886931,20.767222222222223,1008.635,67.6
2014,10,127.74687065368568,160.79642365887207,10.369924812030074,90.45839636913767,1321.3533834586467,20.220116618075803,13.572715053763442,1014.6405913978494,13.2
2014,11,93.69971988795518,132.69525139664805,17.167877094972066,78.80336605890604,1601.1173184357542,16.351048951048952,5.940972222222222,1020.3208333333333,0.7
